Busname,Bustype,Busroutes,Departing_time,Duration,Reaching_time,Star_rating,Price,Seats_available,buslink
KSRTC (Kerala) - 1862,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,17:30,10h 15m,03:45,2.3,723.0,28 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,18:00,08h 55m,02:55,2.5,586.0,27 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,18:30,09h 55m,04:25,2.4,742.0,1 Seat available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,19:00,08h 40m,03:40,2.8,565.0,19 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),Kozhikode to Thiruvananthapuram Bus,19:20,10h 50m,06:10,2.8,502.0,45 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2372,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,19:30,08h 40m,04:10,2.8,723.0,27 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 564,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,20:12,08h 58m,05:10,3.7,586.0,30 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,20:25,08h 40m,05:05,2.4,586.0,36 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,20:30,10h 05m,06:35,2.8,742.0,19 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,20:55,08h 00m,04:55,2.8,586.0,28 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),Kozhikode to Thiruvananthapuram Bus,21:00,11h 35m,08:35,2.6,515.0,49 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,21:15,07h 50m,05:05,2.7,586.0,28 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,21:25,09h 45m,07:10,2.8,586.0,34 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,21:25,08h 45m,06:10,2.8,586.0,9 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,21:30,10h 00m,07:30,4.6,723.0,27 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,21:50,08h 55m,06:45,3.5,565.0,24 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1212,AC MULTI AXLE,Kozhikode to Thiruvananthapuram Bus,22:00,08h 20m,06:20,1.3,935.0,21 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1100,AC MULTI AXLE,Kozhikode to Thiruvananthapuram Bus,22:05,08h 10m,06:15,1.8,904.0,46 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2743,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,22:20,09h 45m,08:05,2.8,565.0,29 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 370,AC MULTI AXLE,Kozhikode to Thiruvananthapuram Bus,22:20,09h 30m,07:50,2.2,935.0,24 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,22:30,10h 00m,08:30,1.6,742.0,22 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),Kozhikode to Thiruvananthapuram Bus,23:05,10h 45m,09:50,2.0,515.0,43 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,23:15,08h 35m,07:50,1.9,545.0,11 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,Kozhikode to Thiruvananthapuram Bus,23:30,10h 05m,09:35,2.5,723.0,21 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 505,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Thiruvananthapuram Bus,23:59,07h 21m,07:20,3.3,565.0,9 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,22:00,09h 00m,07:00,3.8,903.0,18 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,20:05,09h 25m,05:30,4.1,700.0,33 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Madhavi Travels,A/C Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,22:20,08h 10m,06:30,3.5,999.0,10 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,NON A/C Semi Sleeper (2+2),Kozhikode to Thiruvananthapuram Bus,21:00,09h 00m,06:00,3.0,600.0,31 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,23:05,08h 35m,07:40,3.7,1099.0,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,22:15,07h 30m,05:45,2.0,700.0,31 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,23:15,08h 00m,07:15,2.0,850.0,16 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,Kozhikode to Thiruvananthapuram Bus,21:45,08h 45m,06:30,2.6,650.0,32 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,Bharat Benz A/C Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,23:30,08h 30m,08:00,2.4,1000.0,36 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Kozhikode to Thiruvananthapuram Bus,01:30,10h 00m,11:30,3.8,1045.0,8 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,22:30,07h 30m,06:00,3.2,700.0,29 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Kozhikode to Thiruvananthapuram Bus,23:30,08h 00m,07:30,3.2,899.0,34 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Kozhikode to Thiruvananthapuram Bus,23:30,08h 00m,07:30,2.9,899.0,25 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),Kozhikode to Thiruvananthapuram Bus,22:10,08h 20m,06:30,2.7,800.0,41 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Agney Travels,VE A/C Seater / Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,22:55,10h 50m,09:45,3.0,1150.0,38 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
AURA CONNECT,A/C Sleeper (2+1),Kozhikode to Thiruvananthapuram Bus,20:00,09h 35m,05:35,2.3,1899.0,30 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 713,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,04:30,06h 15m,10:45,4.1,285.0,42 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,06:02,06h 08m,12:10,4.5,273.0,38 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,07:01,06h 10m,13:11,4.3,273.0,30 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,09:00,06h 10m,15:10,4.7,273.0,42 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 718,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,10:15,05h 50m,16:05,4.7,285.0,39 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,12:02,06h 33m,18:35,4.0,273.0,23 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),Mysore to Kozhikode Bus,12:50,05h 32m,18:22,4.1,306.0,4 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,13:25,05h 50m,19:15,3.9,285.0,43 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,14:01,06h 15m,20:16,2.5,273.0,37 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),Mysore to Kozhikode Bus,14:46,05h 59m,20:45,2.9,306.0,31 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,Mysore to Kozhikode Bus,14:50,05h 30m,20:20,3.7,391.0,7 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,15:45,05h 50m,21:35,4.6,285.0,48 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 712,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,16:45,05h 45m,22:30,3.6,285.0,50 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,Mysore to Kozhikode Bus,16:50,06h 15m,23:05,2.7,391.0,31 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,17:00,06h 00m,23:00,4.1,285.0,41 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),Mysore to Kozhikode Bus,17:35,07h 25m,01:00,4.1,398.0,27 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 370,AC MULTI AXLE,Mysore to Kozhikode Bus,18:00,04h 20m,22:20,3.8,494.0,4 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,18:30,05h 30m,00:00,4.3,285.0,48 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),Mysore to Kozhikode Bus,18:35,06h 10m,00:45,4.1,356.0,13 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),Mysore to Kozhikode Bus,18:50,06h 55m,01:45,4.1,419.0,28 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),Mysore to Kozhikode Bus,19:50,05h 35m,01:25,4.1,419.0,21 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),Mysore to Kozhikode Bus,21:35,06h 55m,04:30,3.7,419.0,26 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,22:30,07h 20m,05:50,4.4,319.0,49 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),Mysore to Kozhikode Bus,22:50,04h 55m,03:45,4.1,473.0,36 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),Mysore to Kozhikode Bus,23:15,06h 55m,06:10,4.2,419.0,26 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),Mysore to Kozhikode Bus,00:30,07h 00m,07:30,4.1,750.0,8 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
SAAM BUS,VE A/C Sleeper (2+1),Mysore to Kozhikode Bus,00:30,06h 15m,06:45,4.1,800.0,5 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
National travels and logistics,A/C Sleeper (2+1),Mysore to Kozhikode Bus,01:00,06h 00m,07:00,3.5,790.0,4 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),Mysore to Kozhikode Bus,03:15,05h 45m,09:00,3.2,599.0,1 Seat available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),Mysore to Kozhikode Bus,05:30,04h 30m,10:00,3.1,800.0,16 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),Mysore to Kozhikode Bus,17:25,05h 40m,23:05,4.6,599.0,18 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,Mysore to Kozhikode Bus,23:00,07h 00m,06:00,4.3,750.0,17 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),Mysore to Kozhikode Bus,00:30,06h 00m,06:30,4.1,648.0,21 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
National travels and logistics,NON A/C Sleeper (2+1),Mysore to Kozhikode Bus,00:40,05h 35m,06:15,3.5,599.0,22 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Sam Tourist,NON AC Seater / Sleeper 2+1,Mysore to Kozhikode Bus,00:45,06h 20m,07:05,4.0,599.0,39 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Mysore to Kozhikode Bus,17:30,05h 46m,23:16,2.5,450.0,17 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),Mysore to Kozhikode Bus,23:45,06h 45m,06:30,1.6,600.0,35 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
DA Transports,A/C Sleeper (2+1),Mysore to Kozhikode Bus,00:35,06h 25m,07:00,3.7,899.0,12 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Bharathi Travels,A/C Sleeper (2+1),Mysore to Kozhikode Bus,05:00,05h 00m,10:00,3.1,1240.0,15 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),Mysore to Kozhikode Bus,23:55,05h 35m,05:30,3.5,899.0,21 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),Mysore to Kozhikode Bus,23:59,05h 41m,05:40,3.6,899.0,25 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
NS Transports,VE A/C Sleeper (2+1),Mysore to Kozhikode Bus,00:45,06h 45m,07:30,4.1,924.0,21 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Mysore to Kozhikode Bus,05:20,05h 40m,11:00,2.5,1600.0,23 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),Mysore to Kozhikode Bus,17:30,06h 00m,23:30,1.6,1100.0,30 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,06:25,05h 20m,11:45,4.7,450.0,8 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,23:10,06h 25m,05:35,4.6,480.0,31 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,11:05,06h 35m,17:40,4.6,500.0,33 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,00:15,06h 10m,06:25,4.1,425.0,38 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:50,05h 45m,05:35,4.4,523.0,35 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),Hyderabad to Vijayawada Bus,23:59,06h 31m,06:30,4.5,675.0,30 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,13:10,06h 15m,19:25,4.5,450.0,33 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:05,06h 15m,05:20,4.4,463.0,31 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,23:40,06h 15m,05:55,4.5,450.0,32 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,00:20,06h 10m,06:30,4.5,450.0,31 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,23:45,05h 40m,05:25,4.5,849.0,13 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Zingbus Plus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:03,06h 27m,05:30,4.3,446.0,32 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Svkdt travels,A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,22:30,07h 20m,05:50,4.4,590.0,17 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,22:30,07h 30m,06:00,4.4,332.0,17 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,11:30,06h 35m,18:05,4.5,500.0,38 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,22:35,06h 40m,05:15,4.5,363.0,16 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Zingbus Plus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:38,06h 27m,06:05,4.4,417.0,34 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,22:25,06h 30m,04:55,4.4,450.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Zingbus Plus,A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,16:10,07h 35m,23:45,4.1,746.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,06:35,04h 30m,11:05,4.4,356.0,2 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:05,06h 55m,06:00,4.3,427.0,34 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),Hyderabad to Vijayawada Bus,22:00,07h 10m,05:10,4.4,462.0,15 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri KVR Travels,A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,23:35,05h 40m,05:15,4.4,789.0,20 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,AC Sleeper (2+1),Hyderabad to Vijayawada Bus,23:25,06h 40m,06:05,4.3,595.0,26 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,16:00,07h 00m,23:00,4.3,332.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,06:25,05h 55m,12:20,4.3,356.0,2 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,23:15,07h 20m,06:35,4.5,537.0,19 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),Hyderabad to Vijayawada Bus,23:00,07h 00m,06:00,4.2,576.0,9 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Svkdt travels,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:35,05h 55m,05:30,4.3,499.0,29 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,AC Sleeper (2+1),Hyderabad to Vijayawada Bus,23:30,07h 15m,06:45,4.4,691.0,24 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,10:00,06h 25m,16:25,4.2,332.0,13 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,13:30,06h 40m,20:10,4.2,332.0,25 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,12:00,06h 25m,18:25,4.2,332.0,33 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,21:30,06h 50m,04:20,4.1,332.0,20 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Sanvi Tours and Travels,A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,23:12,05h 41m,04:53,4.2,674.0,35 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,22:30,07h 05m,05:35,4.1,397.0,20 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,23:30,07h 00m,06:30,4.1,332.0,22 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,23:45,06h 20m,06:05,4.1,449.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,23:50,06h 40m,06:30,4.1,363.0,29 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),Hyderabad to Vijayawada Bus,21:30,07h 00m,04:30,4.2,770.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,AC Sleeper (2+1),Hyderabad to Vijayawada Bus,22:45,07h 05m,05:50,4.0,698.0,24 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),Hyderabad to Vijayawada Bus,10:30,06h 35m,17:05,4.1,332.0,19 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Sri Durga Malleswari Travels,A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,23:10,05h 25m,04:35,4.2,665.0,2 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
NueGo,Electric A/C Seater (2+2),Hyderabad to Vijayawada Bus,11:00,06h 25m,17:25,4.0,332.0,22 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Pavan Tours and Travels,A/C Sleeper (2+1),Hyderabad to Vijayawada Bus,23:59,04h 56m,04:55,4.6,683.0,22 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
